Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Salvador,-12.90,-38.33,-3,13,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
10,23,7,21.6,21.2,20.7,101.5,0.015641563,97,1.170424891,61.3,2,170,10,249,72,3,9,69
10,23,8,22.7,21.5,20.7,101.6,0.015590495,90,1.167315468,62.3,5,150,10,576,167,8,14,160
10,23,9,23.4,22.2,21.4,101.7,0.016294304,90,1.164420846,64.8,6,180,10,868,252,11,15,240
10,23,10,26.3,23.4,21.9,101.7,0.01688109,79,1.152084935,69.3,8,140,10,1106,321,14,16,306
10,23,11,27.0,23.5,21.8,101.7,0.016741182,75,1.149649854,69.7,9,150,10,1272,369,17,17,352
10,23,12,27.4,22.8,20.6,101.7,0.015507313,68,1.150342042,67.0,6,140,10,1357,980,772,772,208
10,23,13,28.2,23.1,20.7,101.7,0.015624955,65,1.147076519,68.1,8,130,5,1353,1032,853,885,179
10,23,14,28.1,23.0,20.6,101.6,0.01553317,65,1.146494059,67.7,8,140,4,1262,514,88,102,426
10,23,15,28.1,23.0,20.6,101.5,0.015551014,65,1.145333562,67.8,8,140,9,1089,726,507,713,219
10,23,16,27.4,22.1,19.5,101.5,0.014506532,63,1.149885036,64.4,7,140,6,846,646,533,933,112
10,23,17,26.5,21.8,19.5,101.5,0.014447401,67,1.15344588,63.3,6,140,4,551,434,362,743,71
10,23,18,25.7,21.7,19.7,101.5,0.01463765,71,1.156187942,63.0,3,160,3,222,175,146,21,29
10,23,19,24.3,20.9,19.1,101.6,0.014075563,74,1.163801777,60.1,3,150,3,4,3,3,8,1
10,23,20,24.1,20.9,19.2,101.6,0.014159031,75,1.164432014,60.1,2,170,1,0,0,0,0,0
10,23,21,24.0,20.8,19.1,101.6,0.014061975,75,1.165001629,59.8,4,170,3,0,0,0,0,0
10,23,22,23.8,20.7,19.0,101.6,0.014007191,76,1.165886697,59.4,3,160,6,0,0,0,0,0
10,23,23,23.5,20.6,19.0,101.7,0.013979376,77,1.168265532,59.1,2,150,9,0,0,0,0,0
10,23,24,23.5,20.6,19.0,101.7,0.013979376,77,1.168265532,59.1,3,140,5,0,0,0,0,0
10,24,1,23.1,20.3,18.7,101.6,0.013751651,78,1.169111292,58.1,2,140,5,0,0,0,0,0
10,24,2,23.1,20.1,18.4,101.6,0.013481177,76,1.169608916,57.4,3,140,5,0,0,0,0,0
10,24,3,23.1,20.2,18.6,101.5,0.013631058,77,1.168182191,57.8,3,160,4,0,0,0,0,0
10,24,4,22.9,19.7,17.9,101.5,0.01304457,75,1.170051014,56.1,3,150,1,0,0,0,0,0
10,24,5,22.3,19.8,18.3,101.5,0.013427304,80,1.171720937,56.4,3,160,4,0,0,0,0,0
10,24,6,22.2,20.1,18.8,101.5,0.013871238,83,1.171299302,57.4,3,170,0,10,8,6,29,1
10,24,7,23.5,20.4,18.7,101.5,0.013736041,76,1.166414367,58.4,3,170,0,252,182,143,411,39
10,24,8,26.0,21.3,18.9,101.6,0.013926738,66,1.15745899,61.5,3,170,5,578,294,106,193,188
10,24,9,26.8,22.0,19.6,101.6,0.014594797,66,1.153160429,64.0,4,150,8,870,685,572,778,113
10,24,10,27.8,22.0,19.2,101.7,0.014160736,61,1.151244938,63.9,5,160,3,1107,872,728,826,144
10,24,11,28.6,22.2,19.1,101.6,0.014134943,58,1.147110267,64.7,5,150,3,1273,971,802,826,169
10,24,12,28.3,22.4,19.6,101.6,0.014553607,60,1.147496611,65.4,6,150,4,1357,981,773,773,208
10,24,13,28.6,22.5,19.6,101.6,0.014576059,59,1.146315336,65.8,3,160,5,1354,1066,891,925,176
10,24,14,28.9,22.3,19.2,101.5,0.014173295,57,1.144773998,65.1,3,180,3,1262,963,795,920,167
10,24,15,28.8,22.2,19.0,101.4,0.014085471,57,1.144182858,64.8,7,170,4,1089,787,620,870,167
10,24,16,27.3,22.0,19.4,101.3,0.014436338,63,1.148127842,64.1,5,150,5,847,612,482,923,130
10,24,17,26.8,21.4,18.7,101.3,0.013783035,62,1.151223499,61.9,5,130,5,551,436,365,745,72
10,24,18,26.2,21.0,18.3,101.3,0.01347001,63,1.154099191,60.5,4,160,1,223,176,147,24,29
10,24,19,24.3,20.1,17.8,101.4,0.013011308,68,1.163457575,57.4,2,150,3,4,3,3,8,1
10,24,20,23.9,20.1,18.0,101.4,0.013177728,71,1.164718999,57.4,2,150,1,0,0,0,0,0
10,24,21,23.6,20.2,18.3,101.5,0.013422724,74,1.16659628,57.7,3,180,0,0,0,0,0,0
10,24,22,23.7,19.8,17.6,101.5,0.012844617,70,1.167265318,56.4,3,170,0,0,0,0,0,0
10,24,23,23.8,20.0,17.9,101.5,0.013070124,71,1.166457868,57.0,3,150,0,0,0,0,0,0
10,24,24,23.9,20.1,18.0,101.6,0.013148061,71,1.167070789,57.4,3,160,3,0,0,0,0,0
10,25,1,23.5,20.0,18.0,101.5,0.013194968,73,1.167407995,57.1,3,160,5,0,0,0,0,0
10,25,2,23.0,19.8,18.0,101.5,0.013135811,75,1.169487891,56.4,2,180,4,0,0,0,0,0
10,25,3,22.4,20.0,18.6,101.4,0.013667966,81,1.169727422,57.1,0,0,8,0,0,0,0,0
10,25,4,19.9,18.1,16.9,101.4,0.012247661,84,1.182348243,51.0,0,0,1,0,0,0,0,0
10,25,5,19.0,18.5,18.0,101.4,0.013125282,95,1.184351702,52.3,0,0,0,0,0,0,0,0
10,25,6,18.3,17.6,16.9,101.4,0.012294234,94,1.188751794,49.5,0,0,4,10,8,7,29,1
10,25,7,18.6,18.0,17.4,101.4,0.012663369,94,1.186838698,50.7,0,0,4,254,201,168,477,33
10,25,8,22.7,21.0,19.9,101.4,0.014915094,86,1.166253079,60.6,0,0,1,580,419,330,600,89
10,25,9,26.8,21.4,18.7,101.5,0.01375074,62,1.153554997,61.9,3,150,5,871,665,549,746,116
10,25,10,27.5,21.5,18.5,101.5,0.013601082,59,1.151140184,62.2,3,130,4,1108,877,733,831,144
10,25,11,28.0,21.5,18.3,101.5,0.013392971,57,1.149605372,62.2,4,130,1,1274,1008,842,867,166
10,25,12,28.4,21.3,17.7,101.4,0.012959845,53,1.147731738,61.5,5,180,1,1358,1075,898,898,177
10,25,13,28.3,21.7,18.5,101.4,0.013569795,56,1.147010588,62.9,4,150,1,1354,1072,895,929,176
10,25,14,28.2,22.2,19.3,101.3,0.014352689,60,1.144849368,64.8,4,180,1,1263,999,835,965,164
10,25,15,28.4,22.6,19.9,101.2,0.014877642,61,1.142018505,66.4,4,150,1,1090,862,721,1008,142
10,25,16,27.6,22.0,19.3,101.1,0.014344841,62,1.144882652,64.2,4,150,1,848,647,534,933,112
10,25,17,27.4,22.4,20.0,101.1,0.015015787,65,1.144437783,65.7,3,180,4,552,437,365,745,72
10,25,18,26.0,22.0,20.0,101.1,0.015013219,71,1.149798303,64.3,4,160,1,224,177,148,26,29
10,25,19,24.2,21.1,19.4,101.2,0.014460033,76,1.158909203,61.0,4,160,1,4,3,2,7,1
10,25,20,24.3,21.4,19.8,101.2,0.014842806,78,1.157823227,62.1,4,160,5,0,0,0,0,0
10,25,21,23.8,20.4,18.5,101.3,0.013641313,74,1.16311326,58.5,4,150,0,0,0,0,0,0
10,25,22,23.7,20.6,18.9,101.4,0.013941883,76,1.164103164,59.2,4,140,4,0,0,0,0,0
10,25,23,23.7,20.7,19.0,101.4,0.014079778,77,1.163850787,59.5,4,140,1,0,0,0,0,0
10,25,24,23.8,20.7,19.0,101.4,0.014038049,76,1.163535188,59.5,3,130,1,0,0,0,0,0
10,26,1,23.4,20.4,18.7,101.3,0.013808064,76,1.164376646,58.5,3,130,3,0,0,0,0,0
10,26,2,22.9,20.7,19.4,101.3,0.014429319,82,1.165204576,59.6,2,130,3,0,0,0,0,0
10,26,3,19.9,18.6,17.7,101.2,0.012904791,89,1.178794809,52.6,0,0,1,0,0,0,0,0
10,26,4,18.9,18.3,17.7,101.2,0.012940629,95,1.182764322,51.7,0,0,4,0,0,0,0,0
10,26,5,18.8,18.2,17.6,101.2,0.012856405,95,1.183326422,51.4,0,0,5,0,0,0,0,0
10,26,6,18.6,18.0,17.4,101.3,0.012676375,94,1.185643947,50.7,0,0,3,11,6,2,9,4
10,26,7,19.8,19.0,18.3,101.3,0.013446685,93,1.179355776,53.9,0,0,8,256,130,47,132,83
10,26,8,25.3,21.7,19.8,101.4,0.014821299,73,1.156263345,63.0,0,0,8,582,388,271,491,117
10,26,9,26.6,22.1,19.9,101.4,0.014857611,68,1.151183047,64.5,4,100,6,873,356,61,82,295
10,26,10,26.0,21.5,19.2,101.4,0.01424258,68,1.154607047,62.3,6,120,9,1109,452,77,88,375
10,26,11,27.0,22.0,19.5,101.4,0.014544782,65,1.150213924,64.1,5,130,9,1275,649,234,241,415
10,26,12,28.2,22.5,19.8,101.4,0.014777677,62,1.145214655,65.9,8,120,8,1359,692,249,249,443
10,26,13,28.5,23.0,20.4,101.3,0.015419372,63,1.141796752,67.9,6,120,8,1355,903,631,655,272
10,26,14,28.9,23.5,21.0,101.2,0.016036078,64,1.138057906,69.8,5,100,6,1263,643,232,268,412
10,26,15,29.4,23.8,21.3,101.1,0.016312859,63,1.134562227,71.1,6,130,8,1091,788,621,869,167
10,26,16,27.0,23.0,21.1,101.1,0.016083741,71,1.144044855,68.0,8,140,5,848,613,483,918,130
10,26,17,26.9,22.6,20.5,101.0,0.015540185,69,1.144268968,66.5,6,150,5,553,400,315,746,85
10,26,18,26.0,22.8,21.2,101.0,0.016218132,76,1.146492311,67.3,8,150,5,225,150,105,26,45
10,26,19,25.0,22.4,21.0,101.1,0.016020962,80,1.151832477,65.8,6,120,6,5,4,3,8,1
10,26,20,24.8,22.0,20.5,101.1,0.015515535,79,1.153519488,64.3,4,100,3,0,0,0,0,0
10,26,21,24.6,22.1,20.8,101.1,0.015745777,81,1.153877563,64.7,4,110,4,0,0,0,0,0
10,26,22,24.6,22.3,21.0,101.2,0.016023286,82,1.154516484,65.4,6,110,1,0,0,0,0,0
10,26,23,24.5,22.0,20.6,101.2,0.015624349,81,1.155626977,64.3,7,100,3,0,0,0,0,0
10,26,24,24.5,22.0,20.6,101.2,0.015624349,81,1.155626977,64.3,7,100,3,0,0,0,0,0
10,27,1,24.3,22.1,20.9,101.1,0.015871585,83,1.154813511,64.7,5,100,1,0,0,0,0,0
10,27,2,24.2,22.1,20.9,101.1,0.015913534,84,1.155125911,64.7,5,100,5,0,0,0,0,0
10,27,3,24.0,22.1,21.0,101.1,0.015997449,85,1.155751338,64.7,5,100,3,0,0,0,0,0
10,27,4,24.1,22.1,21.0,101.1,0.015955488,84,1.155438519,64.7,4,110,3,0,0,0,0,0
10,27,5,24.1,22.0,20.8,101.1,0.015808963,84,1.155703975,64.3,6,90,4,0,0,0,0,0
10,27,6,23.8,22.3,21.4,101.2,0.016359177,88,1.157017668,65.4,0,0,8,12,8,5,23,2
10,27,7,24.2,23.5,22.9,101.2,0.01801295,94,1.152475403,70.0,0,0,6,258,186,147,410,40
10,27,8,27.2,23.8,22.2,101.2,0.017218125,76,1.142382863,71.1,9,120,5,584,389,272,491,117
10,27,9,28.3,24.1,22.2,101.3,0.017210455,71,1.139352664,72.2,6,90,6,874,583,407,552,176
10,27,10,28.3,23.5,21.3,101.4,0.016250643,67,1.142192551,69.8,9,120,6,1111,802,632,716,170
10,27,11,28.6,23.8,21.6,101.3,0.01661076,67,1.139288832,71.0,10,120,5,1276,922,726,747,196
10,27,12,28.7,23.8,21.6,101.3,0.016568774,67,1.138986283,71.0,10,130,5,1360,1037,857,857,180
10,27,13,29.1,24.0,21.7,101.3,0.016715711,66,1.137217249,71.8,10,120,4,1355,1068,892,925,176
10,27,14,28.6,24.0,21.9,101.2,0.016944908,69,1.13756891,71.9,10,110,3,1264,995,831,960,164
10,27,15,28.0,23.4,21.3,101.2,0.016258863,68,1.141060596,69.5,8,120,3,1091,859,718,1003,142
10,27,16,28.4,24.0,22.0,101.1,0.01704816,70,1.137014817,71.9,8,110,3,849,648,535,934,113
10,27,17,27.5,24.0,22.4,101.2,0.017407587,75,1.140904773,71.9,8,110,4,554,438,366,746,72
10,27,18,26.4,23.5,22.1,101.2,0.017085902,79,1.145670789,69.9,6,110,1,226,173,143,29,30
10,27,19,25.5,23.0,21.7,101.2,0.016695544,81,1.149825694,68.0,6,130,4,5,3,3,8,1
10,27,20,25.4,23.0,21.7,101.2,0.016737581,82,1.15013513,68.0,6,120,5,0,0,0,0,0
10,27,21,25.4,22.9,21.6,101.3,0.01656781,81,1.151577721,67.6,7,120,5,0,0,0,0,0
10,27,22,25.4,22.8,21.4,101.4,0.016398955,80,1.153019426,67.2,6,120,5,0,0,0,0,0
10,27,23,25.0,23.0,21.9,101.4,0.016869839,85,1.1537153,68.0,5,110,6,0,0,0,0,0
10,27,24,25.0,23.0,21.9,101.4,0.016869839,85,1.1537153,68.0,6,110,6,0,0,0,0,0
10,28,1,25.0,22.8,21.6,101.4,0.016567006,83,1.154262463,67.2,6,120,6,0,0,0,0,0
10,28,2,24.9,22.5,21.2,101.3,0.016176937,82,1.154216116,66.1,6,100,6,0,0,0,0,0
10,28,3,24.2,22.5,21.5,101.3,0.016470934,87,1.156400528,66.1,5,120,8,0,0,0,0,0
10,28,4,23.4,22.4,21.7,101.3,0.016658363,92,1.159179834,65.8,5,120,6,0,0,0,0,0
10,28,5,24.4,22.7,21.7,101.3,0.016686329,87,1.155233497,66.9,8,90,6,0,0,0,0,0
10,28,6,24.4,22.2,21.0,101.3,0.01594252,83,1.156580509,65.0,5,90,4,12,5,1,3,4
10,28,7,25.2,22.7,21.4,101.4,0.016332556,81,1.15391238,66.8,8,100,9,260,173,121,335,52
10,28,8,26.9,23.4,21.7,101.5,0.016665512,75,1.147907384,69.4,8,100,6,585,298,107,193,191
10,28,9,27.8,23.6,21.6,101.5,0.016597051,71,1.144597232,70.1,9,100,8,876,446,161,217,285
10,28,10,27.7,23.7,21.8,101.5,0.016794792,72,1.144623238,70.5,7,130,8,1112,741,518,587,223
10,28,11,28.3,23.9,21.9,101.5,0.01685604,70,1.142235478,71.3,8,140,6,1277,851,595,612,256
10,28,12,28.2,23.9,21.9,101.5,0.016898067,70,1.142539354,71.3,9,130,6,1360,1038,857,857,180
10,28,13,28.6,23.6,21.3,101.5,0.016261264,66,1.142163277,70.1,9,120,4,1356,980,772,801,208
10,28,14,28.9,23.8,21.5,101.4,0.016465966,66,1.13953921,70.9,8,130,5,1264,913,720,831,194
10,28,15,28.0,23.5,21.4,101.4,0.016376521,69,1.143104923,69.8,12,120,5,1092,789,621,867,167
10,28,16,28.2,23.0,20.6,101.3,0.015544941,65,1.142708314,67.9,13,110,5,850,567,396,748,171
10,28,17,26.6,23.1,21.4,101.3,0.01636779,75,1.147326966,68.3,8,120,6,555,401,316,747,85
10,28,18,26.5,23.0,21.3,101.3,0.016257545,75,1.147908107,67.9,3,120,5,227,152,106,32,46
10,28,19,25.6,22.8,21.4,101.4,0.016314967,79,1.152399149,67.2,3,120,6,5,3,2,6,1
10,28,20,24.8,21.8,20.2,101.4,0.015174646,77,1.157561391,63.4,6,130,6,0,0,0,0,0
10,28,21,25.0,21.8,20.1,101.4,0.015090944,76,1.156936884,63.4,7,130,1,0,0,0,0,0
10,28,22,24.9,22.0,20.5,101.5,0.01540625,78,1.15789331,64.1,8,130,5,0,0,0,0,0
10,28,23,24.9,22.0,20.5,101.5,0.01540625,78,1.15789331,64.1,6,130,4,0,0,0,0,0
10,28,24,24.8,22.0,20.5,101.5,0.015448139,79,1.158205812,64.1,5,140,3,0,0,0,0,0
10,29,1,24.6,22.0,20.6,101.5,0.015531934,80,1.158831443,64.1,6,140,4,0,0,0,0,0
10,29,2,24.2,21.8,20.5,101.5,0.015409312,81,1.160613564,63.4,6,140,4,0,0,0,0,0
10,29,3,24.2,21.8,20.5,101.4,0.0154259,81,1.159439927,63.5,6,140,5,0,0,0,0,0
10,29,4,23.8,21.8,20.6,101.3,0.015610153,84,1.159521567,63.5,7,120,5,0,0,0,0,0
10,29,5,24.3,21.8,20.4,101.4,0.015384009,81,1.159126314,63.5,5,130,3,0,0,0,0,0
10,29,6,24.4,21.6,20.1,101.4,0.015054138,78,1.159336791,62.7,6,130,6,13,9,7,29,2
10,29,7,24.3,21.5,20.0,101.5,0.014936619,78,1.161084461,62.3,5,120,5,262,175,122,334,53
10,29,8,26.4,22.0,19.8,101.5,0.01477866,68,1.153230674,64.1,6,130,6,587,391,273,490,118
10,29,9,27.3,22.2,19.7,101.6,0.014677467,65,1.151091883,64.7,8,120,6,877,446,161,217,286
10,29,10,28.4,23.4,21.1,101.6,0.01601765,66,1.144483688,69.3,8,130,8,1112,742,518,587,223
10,29,11,28.2,23.1,20.7,101.6,0.015642877,65,1.145916407,68.1,7,130,6,1278,923,727,748,196
10,29,12,28.3,22.8,20.2,101.6,0.01514828,63,1.146425558,67.0,8,130,5,1361,1038,858,858,180
10,29,13,29.2,23.6,21.1,101.5,0.016009683,63,1.140346214,70.1,7,110,4,1356,1068,892,926,176
10,29,14,29.1,23.5,21.0,101.4,0.01591524,63,1.13976836,69.7,8,130,3,1265,1001,836,965,165
10,29,15,28.1,23.5,21.4,101.4,0.016334555,68,1.142800598,69.8,8,140,1,1092,864,722,1006,142
10,29,16,27.1,23.0,21.0,101.4,0.015987905,71,1.147229801,67.9,6,140,1,850,673,562,934,111
10,29,17,27.1,23.0,21.0,101.4,0.015987905,71,1.147229801,67.9,6,140,1,556,440,368,749,72
10,29,18,25.9,22.6,20.9,101.4,0.015889101,76,1.152011717,66.4,7,130,1,229,153,107,35,46
10,29,19,24.9,22.0,20.5,101.4,0.015423047,78,1.156722045,64.2,6,120,6,5,4,2,7,1
10,29,20,24.3,21.9,20.6,101.4,0.015528936,81,1.158862801,63.8,6,140,6,0,0,0,0,0
10,29,21,24.3,21.8,20.4,101.5,0.015367422,81,1.160299633,63.4,5,140,4,0,0,0,0,0
10,29,22,24.5,21.7,20.2,101.5,0.015139489,78,1.159934827,63.0,5,140,0,0,0,0,0,0
10,29,23,24.5,21.8,20.3,101.5,0.015283661,79,1.159672402,63.4,4,130,3,0,0,0,0,0
10,29,24,24.4,21.8,20.4,101.5,0.015325538,80,1.159985913,63.4,6,130,3,0,0,0,0,0
10,30,1,24.4,21.6,20.1,101.4,0.015054138,78,1.159336791,62.7,6,150,5,0,0,0,0,0
10,30,2,24.3,21.6,20.1,101.4,0.015095987,79,1.159650365,62.7,6,150,4,0,0,0,0,0
10,30,3,24.2,21.0,19.3,101.3,0.014303878,75,1.160339073,60.6,5,150,3,0,0,0,0,0
10,30,4,23.7,20.9,19.3,101.3,0.014372987,78,1.162167263,60.3,5,150,3,0,0,0,0,0
10,30,5,23.7,20.9,19.3,101.3,0.014372987,78,1.162167263,60.3,5,140,3,0,0,0,0,0
10,30,6,23.7,20.9,19.3,101.3,0.014372987,78,1.162167263,60.3,6,130,4,13,5,1,4,4
10,30,7,23.9,21.4,20.0,101.4,0.014977705,80,1.161427561,62.0,7,150,9,263,76,3,9,73
10,30,8,26.2,21.8,19.6,101.4,0.014589247,68,1.153207262,63.4,6,130,10,588,171,8,14,163
10,30,9,27.3,22.2,19.7,101.4,0.014711405,65,1.148764716,64.8,5,130,10,878,447,161,217,286
10,30,10,27.5,22.5,20.1,101.5,0.015052924,65,1.148516607,65.9,6,120,8,1113,453,78,88,376
10,30,11,28.3,23.0,20.5,101.5,0.015467288,64,1.144724016,67.8,5,150,9,1278,521,89,92,432
10,30,12,28.7,23.0,20.4,101.5,0.015299911,62,1.143507334,67.8,6,150,9,1361,554,95,95,460
10,30,13,28.2,22.8,20.3,101.4,0.015225364,63,1.144410036,67.1,6,120,9,1357,393,18,18,376
10,30,14,28.3,22.8,20.2,101.4,0.015183539,63,1.144105499,67.0,7,140,10,1265,367,16,19,350
10,30,15,28.4,22.3,19.4,101.3,0.01441604,59,1.143976165,65.2,6,160,10,1093,317,14,20,303
10,30,16,28.5,22.5,19.7,101.3,0.014669724,60,1.143141232,65.9,6,170,10,851,247,11,21,236
10,30,17,27.1,22.0,19.5,101.3,0.014519831,64,1.148741913,64.1,4,150,10,557,162,7,21,154
10,30,18,26.4,21.8,19.5,101.3,0.014522312,67,1.15142185,63.4,3,170,10,230,67,3,12,64
10,30,19,24.8,21.1,19.1,101.4,0.014177724,72,1.159375439,60.9,4,170,10,6,2,0,0,2
10,30,20,24.6,21.0,19.1,101.4,0.014121135,73,1.160257408,60.5,3,170,10,0,0,0,0,0
10,30,21,24.6,21.0,19.1,101.4,0.014121135,73,1.160257408,60.5,4,160,10,0,0,0,0,0
10,30,22,25.1,21.2,19.2,101.5,0.014177179,71,1.159352473,61.2,5,160,10,0,0,0,0,0
10,30,23,24.8,21.2,19.3,101.5,0.014302402,73,1.160291402,61.2,5,150,10,0,0,0,0,0
10,30,24,24.8,21.1,19.1,101.5,0.014161882,72,1.160547709,60.9,7,160,10,0,0,0,0,0
10,31,1,24.4,21.0,19.2,101.4,0.014204606,74,1.160884946,60.6,3,150,9,0,0,0,0,0
10,31,2,24.0,21.0,19.4,101.4,0.01437162,77,1.162142541,60.6,3,150,9,0,0,0,0,0
10,31,3,23.6,20.8,19.2,101.4,0.014260004,78,1.163913188,59.9,3,140,8,0,0,0,0,0
10,31,4,23.2,20.8,19.4,101.3,0.01444266,81,1.164000618,59.9,4,160,9,0,0,0,0,0
10,31,5,22.4,21.0,20.1,101.3,0.015056457,88,1.166026761,60.7,3,150,8,0,0,0,0,0
10,31,6,23.2,21.1,19.9,101.3,0.014862148,83,1.163233876,61.0,5,150,8,14,4,0,1,4
10,31,7,24.6,21.6,20.0,101.3,0.014986859,77,1.157537749,62.7,4,140,10,265,135,49,131,86
10,31,8,26.8,22.6,20.6,101.5,0.015494513,70,1.150399457,66.3,5,130,8,589,300,108,193,192
10,31,9,27.2,22.4,20.1,101.5,0.015030369,66,1.149704493,65.5,5,140,8,879,586,410,552,176
10,31,10,28.2,22.6,19.9,101.5,0.014908848,62,1.146107957,66.2,6,150,6,1114,454,78,88,376
10,31,11,24.5,23.5,22.8,101.5,0.017830697,92,1.155055751,69.9,5,150,9,1279,853,596,613,257
10,31,12,28.0,24.0,22.2,101.5,0.017139848,72,1.142865616,71.7,6,130,6,1362,908,635,635,273
10,31,13,28.4,24.1,22.1,101.4,0.017149164,70,1.140208525,72.2,5,150,6,1357,1035,855,887,180
10,31,14,28.5,23.8,21.7,101.3,0.016652751,68,1.13959158,71.0,5,150,4,1266,914,720,830,194
10,31,15,28.3,23.8,21.7,101.3,0.016736754,69,1.140197675,71.0,8,160,5,1093,445,76,106,369
10,31,16,28.0,23.8,21.9,101.3,0.016862803,71,1.141108319,71.0,6,140,9,852,247,11,21,236
10,31,17,26.5,22.8,21.0,101.3,0.015955031,73,1.148452465,67.2,8,150,10,558,162,7,21,155
10,31,18,25.7,21.9,20.0,101.3,0.01495957,72,1.153326524,63.8,6,150,10,231,94,16,42,78
10,31,19,25.0,21.8,20.1,101.3,0.015107556,76,1.155765782,63.5,5,160,9,6,2,0,1,2
10,31,20,25.0,21.8,20.1,101.4,0.015090944,76,1.156936884,63.4,5,150,9,0,0,0,0,0
10,31,21,24.6,22.0,20.6,101.5,0.015531934,80,1.158831443,64.1,8,180,10,0,0,0,0,0
10,31,22,24.8,22.0,20.5,101.5,0.015448139,79,1.158205812,64.1,7,170,4,0,0,0,0,0
10,31,23,24.6,21.9,20.5,101.5,0.015386555,79,1.15909577,63.8,4,170,4,0,0,0,0,0
10,31,24,24.5,21.8,20.3,101.5,0.015283661,79,1.159672402,63.4,6,170,3,0,0,0,0,0
11,1,1,24.6,21.5,19.9,101.4,0.014827408,76,1.15897056,62.3,6,160,4,0,0,0,0,0
11,1,2,24.5,21.5,19.9,101.4,0.014869228,77,1.159283801,62.3,7,170,5,0,0,0,0,0
11,1,3,24.4,21.4,19.8,101.3,0.014784764,77,1.158683425,62.0,6,160,3,0,0,0,0,0
11,1,4,24.1,21.5,20.1,101.3,0.015052869,80,1.159364677,62.4,5,160,3,0,0,0,0,0
11,1,5,24.0,21.5,20.1,101.3,0.015094721,80,1.159678649,62.4,4,140,3,0,0,0,0,0
11,1,6,24.0,21.2,19.7,101.4,0.014652557,78,1.161629694,61.3,4,160,1,14,11,9,35,2
11,1,7,26.1,21.9,19.8,101.4,0.014775628,70,1.153254959,63.7,4,150,1,267,189,146,389,43
11,1,8,27.0,22.7,20.6,101.5,0.015560105,69,1.149514628,66.7,3,180,5,591,268,67,119,201
11,1,9,27.9,22.8,20.4,101.5,0.015333222,65,1.146486122,67.0,5,170,9,880,399,100,135,300
11,1,10,24.8,22.3,21.0,101.6,0.015870792,81,1.15857868,65.2,3,120,9,1115,597,250,283,348
11,1,11,27.3,23.0,20.9,101.6,0.015868309,70,1.14894279,67.8,5,160,8,1279,908,700,720,208
11,1,12,28.5,23.0,20.4,101.5,0.015383587,63,1.144115274,67.8,6,130,5,1362,1013,822,823,191
11,1,13,28.5,22.5,19.7,101.5,0.014635079,60,1.145460508,65.9,5,150,4,1358,964,743,771,221
11,1,14,29.0,23.4,20.8,101.4,0.01580286,63,1.140346481,69.4,5,170,5,1266,841,583,672,258
11,1,15,28.5,23.0,20.4,101.4,0.015401462,63,1.142956013,67.8,6,170,6,1094,777,599,831,178
11,1,16,28.5,22.8,20.1,101.4,0.015099908,62,1.143497027,67.0,5,180,5,853,606,467,869,139
11,1,17,28.2,22.6,20.0,101.3,0.014943726,62,1.143786978,66.3,5,160,5,559,397,306,750,91
11,1,18,27.4,22.5,20.1,101.4,0.015112061,66,1.147660283,65.9,5,160,5,233,173,141,45,33
11,1,19,25.0,21.3,19.4,101.4,0.014376038,72,1.158236653,61.6,3,180,4,6,5,4,10,1
11,1,20,24.9,21.3,19.4,101.4,0.014417798,73,1.158549229,61.6,3,180,3,0,0,0,0,0
11,1,21,24.5,21.1,19.3,101.5,0.014287108,74,1.161488772,60.9,5,160,1,0,0,0,0,0
11,1,22,24.4,21.0,19.2,101.5,0.014188862,74,1.16205856,60.5,3,180,0,0,0,0,0,0
11,1,23,24.4,21.0,19.2,101.5,0.014188862,74,1.16205856,60.5,3,170,1,0,0,0,0,0
11,1,24,24.3,21.0,19.2,101.5,0.014230605,75,1.162372962,60.5,3,180,4,0,0,0,0,0
11,2,1,24.2,21.3,19.7,101.4,0.014710289,78,1.16074311,61.6,6,170,4,0,0,0,0,0
11,2,2,23.7,20.5,18.7,101.3,0.013819839,75,1.163178371,58.9,6,170,1,0,0,0,0,0
11,2,3,23.3,20.3,18.6,101.3,0.013713421,76,1.164942835,58.2,4,170,1,0,0,0,0,0
11,2,4,23.0,20.4,18.9,101.2,0.013990129,79,1.164464882,58.6,3,180,0,0,0,0,0,0
11,2,5,22.9,20.3,18.8,101.3,0.013880227,79,1.166210798,58.2,4,170,4,0,0,0,0,0
11,2,6,23.3,20.3,18.6,101.3,0.013713421,76,1.164942835,58.2,4,180,8,15,8,3,12,5
11,2,7,24.5,20.6,18.5,101.4,0.013608359,71,1.161583611,59.1,4,170,8,268,178,123,326,55
11,2,8,26.3,21.6,19.2,101.4,0.014260165,66,1.153418439,62.6,6,180,6,592,440,357,633,83
