Localização,Latitude {N+/S-},Longitude {E+/W-},Zona Horaria {+/- GMT},Elevação {m},,,,,,,,,,,,,,
Salvador,-12.90,-38.33,-3,13,,,,,,,,,,,,,,

Mês,Dia,Hora,TBS {C},TBU {C},T. Pto Orvalho {C},Pressao Atmosferica {kPa},Umidade {kg/kg},U. R. {%},Densidade do ar {kg/m3},Entalpia {BTU/LB},Velocidade do Vento {m/s},Direção do Vento {graus},Cobertura Total de Nuvens {decimas},Rad Horizontal Extraterreste {Wh/m2},Rad Global Horizontal {Wh/m2},Rad Direta {Wh/m2},Rad Direta Normal {Wh/m2},Rad Difusa Horizontal {Wh/m2}
3,7,11,30.1,24.5,22.1,101.3,0.017094187,63,1.13279587,73.8,4,160,4,1194,938,783,838,155
3,7,12,30.1,24.5,22.1,101.2,0.017113934,63,1.131642643,73.8,3,180,3,1320,1036,865,870,171
3,7,13,30.5,24.5,21.9,101.2,0.016945866,61,1.130449214,73.8,3,180,3,1358,1066,890,901,176
3,7,14,30.6,24.6,22.0,101.1,0.017085516,62,1.128713665,74.3,3,210,3,1305,1025,855,935,169
3,7,15,30.5,24.6,22.1,101.0,0.017147488,62,1.127859206,74.3,6,180,3,1166,915,764,980,151
3,7,16,30.3,24.2,21.6,101.0,0.01658753,61,1.129592251,72.7,5,160,3,949,759,634,970,125
3,7,17,29.5,24.0,21.6,100.9,0.016624534,64,1.131391193,72.0,7,180,0,670,536,448,769,88
3,7,18,28.7,23.7,21.4,100.9,0.016487636,66,1.134632983,70.8,3,190,0,347,280,234,406,46
3,7,19,27.5,23.4,21.5,100.9,0.016524222,71,1.139096427,69.6,3,170,1,45,22,7,36,15
3,7,20,27.0,23.4,21.7,101.0,0.016715687,74,1.141782402,69.6,4,180,9,0,0,0,0,0
3,7,21,26.5,23.5,22.0,101.0,0.017081076,78,1.143033669,70.0,5,180,0,0,0,0,0,0
3,7,22,26.5,23.6,22.2,101.0,0.017236971,79,1.142754895,70.4,3,180,1,0,0,0,0,0
3,7,23,26.6,24.0,22.7,101.0,0.01782516,81,1.141323427,72.0,3,170,6,0,0,0,0,0
3,7,24,26.5,23.6,22.2,101.1,0.017218211,79,1.143919909,70.4,3,180,9,0,0,0,0,0
3,8,1,26.4,23.9,22.6,101.1,0.017731726,81,1.143383208,71.6,3,180,3,0,0,0,0,0
3,8,2,26.1,24.0,22.9,101.0,0.01803601,84,1.142853761,72.1,2,170,0,0,0,0,0,0
3,8,3,25.8,23.9,22.9,101.0,0.018003854,86,1.14405811,71.7,0,0,0,0,0,0,0,0
3,8,4,25.7,24.2,23.3,100.9,0.01854394,88,1.142343772,72.9,0,0,0,0,0,0,0,0
3,8,5,24.0,23.0,22.3,100.9,0.017380984,92,1.150968915,68.2,0,0,0,0,0,0,0,0
3,8,6,23.1,22.5,21.9,100.9,0.017003534,95,1.15514749,66.3,0,0,3,0,0,0,0,0
3,8,7,24.5,23.0,22.1,100.9,0.017170409,88,1.149414058,68.2,3,140,10,78,60,49,268,10
3,8,8,25.9,24.0,23.0,101.0,0.018120394,86,1.143467319,72.1,5,130,4,402,195,60,145,134
3,8,9,27.9,24.5,22.9,101.1,0.018059904,76,1.137102875,74.0,4,150,9,719,349,108,171,241
3,8,10,27.2,24.2,22.8,101.2,0.01785242,78,1.141250345,72.7,4,150,9,989,479,149,183,331
3,8,11,28.2,24.2,22.4,101.1,0.017450644,72,1.137053259,72.7,5,100,9,1193,477,76,82,401
3,8,12,26.7,25.2,24.3,101.1,0.01971969,89,1.138700566,77.0,5,120,10,1318,527,84,85,443
3,8,13,28.0,24.3,22.6,101.0,0.017714713,74,1.136213733,73.2,3,150,10,1356,542,87,88,456
3,8,14,27.7,24.7,23.3,101.0,0.018489932,79,1.135970076,74.9,5,120,10,1303,632,196,214,436
3,8,15,30.1,25.5,23.6,100.9,0.018827936,69,1.125270025,78.2,5,150,9,1163,564,175,224,389
3,8,16,29.1,25.1,23.3,100.9,0.018579251,73,1.129431321,76.5,4,150,9,946,379,61,102,318
3,8,17,27.4,25.4,24.4,100.9,0.019801103,85,1.133657254,77.9,6,150,10,667,267,43,115,224
3,8,18,26.8,24.4,23.2,100.9,0.018401765,82,1.138407173,73.7,5,140,10,344,167,52,363,115
3,8,19,25.5,24.2,23.4,100.9,0.018628453,90,1.142957969,72.9,3,140,9,43,24,11,62,13
3,8,20,25.3,23.8,22.9,101.0,0.018056708,88,1.145880141,71.3,4,150,8,0,0,0,0,0
3,8,21,25.4,24.1,23.3,101.0,0.018490967,90,1.14471963,72.5,4,140,8,0,0,0,0,0
3,8,22,25.5,24.2,23.4,101.1,0.018589384,90,1.145293345,72.8,4,120,6,0,0,0,0,0
3,8,23,25.8,24.3,23.4,101.1,0.018623321,89,1.144083414,73.2,5,140,4,0,0,0,0,0
3,8,24,25.9,24.5,23.7,101.1,0.018904499,89,1.143199052,74.1,2,150,10,0,0,0,0,0
3,9,1,25.4,24.6,24.0,101.1,0.019278906,94,1.144445035,74.5,0,0,10,0,0,0,0,0
3,9,2,25.0,24.1,23.4,101.1,0.018640613,93,1.147122269,72.5,0,0,10,0,0,0,0,0
3,9,3,24.6,24.2,23.7,101.0,0.0189895,97,1.146902533,72.9,0,0,10,0,0,0,0,0
3,9,4,24.5,24.0,23.5,101.0,0.018711778,96,1.14778518,72.1,0,0,5,0,0,0,0,0
3,9,5,24.1,24.0,23.6,101.0,0.018880969,99,1.149026283,72.1,0,0,9,0,0,0,0,0
3,9,6,24.5,23.6,22.9,101.1,0.018061135,93,1.150089575,70.5,2,120,10,0,0,0,0,0
3,9,7,24.0,23.5,23.0,101.1,0.018116013,96,1.151926006,70.1,0,0,10,78,31,5,28,26
3,9,8,24.6,24.1,23.6,101.1,0.01880975,96,1.148360128,72.5,0,0,10,401,160,26,62,135
3,9,9,26.0,24.9,24.2,101.2,0.019497125,92,1.142890435,75.7,0,0,10,718,348,108,171,240
3,9,10,28.9,26.1,24.8,101.3,0.020276738,80,1.131660592,80.7,0,0,9,988,553,261,322,292
3,9,11,29.8,25.7,23.9,101.3,0.019208853,72,1.13017786,78.9,3,150,8,1192,810,586,627,225
3,9,12,30.6,25.9,23.9,101.3,0.019212189,69,1.127195394,79.7,5,160,6,1317,639,198,199,441
3,9,13,30.7,24.2,21.4,101.2,0.016380886,59,1.130704993,72.6,5,130,9,1354,758,357,362,401
3,9,14,29.0,24.6,22.7,101.2,0.017738684,70,1.134653267,74.3,4,130,8,1301,988,815,891,174
3,9,15,30.3,25.7,23.8,101.1,0.019040225,70,1.12638421,79.0,5,150,4,1161,934,780,1001,154
3,9,16,29.8,25.3,23.4,101.1,0.018576019,70,1.129060882,77.3,3,160,1,943,741,618,968,122
3,9,17,29.0,24.8,22.9,101.1,0.018085094,71,1.132918577,75.2,5,160,3,664,534,446,770,88
3,9,18,29.0,25.2,23.5,101.1,0.018746649,74,1.131748808,76.9,4,160,1,341,259,213,388,45
3,9,19,27.0,24.2,22.8,101.2,0.017936737,80,1.141860322,72.7,3,150,4,42,34,28,155,6
3,9,20,26.4,24.0,22.8,101.2,0.017871016,82,1.144264994,71.9,3,160,1,0,0,0,0,0
3,9,21,26.2,24.0,22.9,101.3,0.01793618,83,1.146044227,71.9,3,150,0,0,0,0,0,0
3,9,22,26.2,24.0,22.9,101.3,0.01793618,83,1.146044227,71.9,3,150,0,0,0,0,0,0
3,9,23,26.0,24.0,22.9,101.3,0.018020543,85,1.146659256,71.9,3,150,0,0,0,0,0,0
3,9,24,26.0,24.0,22.9,101.3,0.018020543,85,1.146659256,71.9,3,150,0,0,0,0,0,0
3,10,1,26.0,24.0,22.9,101.3,0.018020543,85,1.146659256,71.9,2,140,0,0,0,0,0,0
3,10,2,24.4,23.0,22.1,101.3,0.017140286,89,1.154412937,68.0,0,0,5,0,0,0,0,0
3,10,3,23.4,22.9,22.4,101.2,0.017427348,96,1.156642788,67.7,0,0,8,0,0,0,0,0
3,10,4,22.9,22.4,21.9,101.2,0.016886038,96,1.159577942,65.8,0,0,5,0,0,0,0,0
3,10,5,22.5,22.0,21.5,101.2,0.016463861,96,1.161914627,64.3,0,0,4,0,0,0,0,0
3,10,6,22.2,21.8,21.3,101.3,0.016281666,97,1.164576485,63.6,0,0,3,0,0,0,0,0
3,10,7,21.9,21.5,21.0,101.3,0.015975027,97,1.166320944,62.5,0,0,3,78,56,44,251,12
3,10,8,24.5,23.5,22.8,101.4,0.017849213,92,1.153884371,69.9,0,0,5,401,224,106,255,119
3,10,9,29.0,25.0,23.2,101.4,0.018353204,73,1.13580458,75.9,0,0,8,717,402,189,299,212
3,10,10,30.8,25.3,23.0,101.5,0.018071263,64,1.130689659,77.0,0,0,8,987,478,148,183,330
3,10,11,31.4,25.0,22.3,101.5,0.01732212,60,1.129784439,75.7,0,0,9,1191,577,179,192,398
3,10,12,30.6,25.3,23.1,101.5,0.018155548,66,1.131285172,77.0,3,170,9,1315,894,646,650,248
3,10,13,30.9,25.5,23.3,101.4,0.018384878,65,1.128651138,77.9,3,170,6,1352,980,775,785,205
3,10,14,30.8,25.5,23.3,101.3,0.018448054,66,1.127797765,78.0,3,180,5,1298,941,744,814,197
3,10,15,30.6,25.2,22.9,101.3,0.018030358,65,1.129276892,76.7,5,190,5,1158,839,664,852,176
3,10,16,30.8,26.0,24.0,101.2,0.019321168,69,1.125150462,80.2,6,170,5,940,715,589,967,125
3,10,17,29.9,25.9,24.2,101.2,0.019529834,73,1.128124866,79.8,4,160,4,660,532,444,768,88
3,10,18,28.8,25.2,23.6,101.2,0.018810413,75,1.133505804,76.8,4,160,1,337,265,221,380,44
3,10,19,27.6,24.8,23.5,101.1,0.018675898,80,1.1371427,75.2,4,180,3,40,30,25,142,5
3,10,20,27.0,24.6,23.4,101.2,0.018582264,82,1.14070959,74.4,3,150,4,0,0,0,0,0
3,10,21,26.8,24.8,23.8,101.2,0.018993827,85,1.140737249,75.2,4,150,3,0,0,0,0,0
3,10,22,26.8,24.6,23.5,101.2,0.018666759,84,1.141319638,74.4,5,150,0,0,0,0,0,0
3,10,23,26.5,24.5,23.4,101.3,0.018611219,85,1.143690358,73.9,4,150,0,0,0,0,0,0
3,10,24,26.4,24.5,23.5,101.2,0.018673275,86,1.14283206,74.0,5,150,0,0,0,0,0,0
3,11,1,26.5,24.5,23.4,101.3,0.018611219,85,1.143690358,73.9,3,140,0,0,0,0,0,0
3,11,2,26.3,24.3,23.2,101.3,0.018372961,85,1.144880049,73.1,3,130,0,0,0,0,0,0
3,11,3,25.4,24.1,23.3,101.2,0.018452224,90,1.147055789,72.4,3,140,4,0,0,0,0,0
3,11,4,25.0,24.0,23.3,101.1,0.018481157,92,1.147407874,72.1,0,0,4,0,0,0,0,0
3,11,5,25.1,24.0,23.3,101.1,0.018438907,91,1.147098833,72.1,0,0,1,0,0,0,0,0
3,11,6,23.7,23.0,22.4,101.2,0.017453151,94,1.155427244,68.1,0,0,3,0,0,0,0,0
3,11,7,23.2,22.7,22.2,101.2,0.01720899,96,1.157818784,67.0,0,0,4,77,62,52,298,10
3,11,8,27.1,24.9,23.8,101.2,0.019031524,84,1.139530442,75.6,0,0,1,400,272,197,476,75
3,11,9,29.5,25.6,23.9,101.3,0.019165936,73,1.13137387,78.5,3,140,6,716,544,449,710,96
3,11,10,30.0,25.0,22.9,101.4,0.017931605,67,1.132803763,75.8,3,130,4,986,670,484,598,186
3,11,11,30.6,25.5,23.4,101.4,0.018511417,67,1.129542648,77.9,5,120,6,1189,934,779,834,154
3,11,12,30.1,25.0,22.8,101.4,0.017889479,66,1.132504763,75.8,4,150,3,1313,952,753,757,199
3,11,13,31.0,26.0,23.9,101.3,0.019214897,68,1.12570822,80.1,5,140,5,1350,979,774,784,205
3,11,14,30.8,25.3,23.0,101.2,0.018133468,65,1.127238163,77.2,7,120,5,1296,518,83,91,435
3,11,15,29.2,24.8,22.9,101.2,0.017980607,70,1.133474056,75.1,7,120,10,1155,462,74,95,388
3,11,16,29.0,24.5,22.5,101.2,0.017576634,69,1.134940768,73.9,5,120,10,937,375,60,101,315
3,11,17,28.3,24.5,22.8,101.1,0.017891284,73,1.13589329,74.0,3,150,10,657,263,42,115,221
3,11,18,27.4,24.5,23.1,101.0,0.018290687,79,1.137457829,74.0,4,130,10,334,133,21,165,112
3,11,19,26.4,24.0,22.8,101.0,0.017909481,82,1.141934951,72.0,2,120,10,38,26,19,108,7
3,11,20,26.2,24.0,22.9,101.1,0.017974573,84,1.143712934,72.0,5,120,6,0,0,0,0,0
3,11,21,26.2,24.0,22.9,101.1,0.017974573,84,1.143712934,72.0,4,130,6,0,0,0,0,0
3,11,22,26.2,24.1,23.0,101.2,0.018114461,84,1.144594001,72.4,3,100,4,0,0,0,0,0
3,11,23,26.0,24.1,23.1,101.2,0.018198864,86,1.14520822,72.4,3,110,0,0,0,0,0,0
3,11,24,25.8,24.0,23.0,101.2,0.018124113,86,1.146108203,72.0,3,120,4,0,0,0,0,0
3,12,1,25.8,24.0,23.0,101.1,0.018143335,86,1.144941304,72.0,3,130,0,0,0,0,0,0
3,12,2,25.8,24.4,23.6,101.1,0.018784707,89,1.143795255,73.7,4,150,0,0,0,0,0,0
3,12,3,26.0,24.5,23.6,101.1,0.01886221,89,1.142892318,74.1,4,150,0,0,0,0,0,0
3,12,4,25.7,23.0,21.6,101.0,0.016647568,80,1.146871485,68.1,3,150,0,0,0,0,0,0
3,12,5,25.4,22.9,21.6,101.1,0.016603591,81,1.149239724,67.7,3,130,0,0,0,0,0,0
3,12,6,25.1,22.6,21.3,101.1,0.016277359,81,1.150983718,66.5,2,120,0,0,0,0,0,0
3,12,7,23.0,21.6,20.7,101.1,0.015689956,89,1.160213137,62.9,0,0,5,77,31,5,29,26
3,12,8,25.4,23.1,21.9,101.1,0.016908272,82,1.148691649,68.5,0,0,10,399,160,26,62,134
3,12,9,28.9,24.1,22.0,101.2,0.016977446,68,1.136381188,72.2,3,180,10,715,401,189,299,212
3,12,10,29.7,23.6,20.9,101.3,0.015837368,60,1.136527215,70.2,3,120,8,984,669,484,597,186
3,12,11,30.5,24.0,21.2,101.2,0.016147497,59,1.131863559,71.8,3,130,6,1188,665,314,336,352
3,12,12,30.5,23.6,20.5,101.2,0.015521125,56,1.132975684,70.2,3,160,8,1312,951,752,756,199
3,12,13,31.2,24.1,21.0,101.2,0.016012437,56,1.129499356,72.1,6,150,5,1348,916,662,671,254
3,12,14,30.5,24.1,21.3,101.1,0.016325068,59,1.130430546,72.2,4,170,6,1293,983,810,886,173
3,12,15,30.8,24.3,21.5,101.0,0.016537655,59,1.127822152,73.1,3,160,4,1152,835,661,849,175
3,12,16,30.0,23.9,21.2,100.9,0.016256657,61,1.130176202,71.5,5,150,5,934,523,247,417,276
3,12,17,29.5,24.0,21.6,100.9,0.016624534,64,1.131391193,72.0,4,160,8,654,317,98,270,219
3,12,18,28.4,23.5,21.3,100.9,0.016301575,67,1.136092866,70.0,3,160,9,330,132,21,168,111
3,12,19,27.4,23.5,21.7,100.9,0.016721391,72,1.139123665,70.0,3,140,10,37,29,24,140,5
3,12,20,26.4,23.0,21.3,101.0,0.016353553,75,1.144718453,68.1,3,140,3,0,0,0,0,0
3,12,21,26.2,22.8,21.1,101.0,0.016134207,75,1.145877012,67.3,3,140,6,0,0,0,0,0
3,12,22,26.2,23.2,21.7,101.1,0.01672517,78,1.14595025,68.8,3,140,3,0,0,0,0,0
3,12,23,26.0,23.0,21.5,101.2,0.016485454,78,1.148281603,68.0,3,140,0,0,0,0,0,0
3,12,24,25.8,22.8,21.3,101.2,0.01626647,78,1.149444063,67.2,4,150,0,0,0,0,0,0
3,13,1,25.6,22.5,20.9,101.1,0.015918102,77,1.149704534,66.1,2,150,0,0,0,0,0,0
3,13,2,23.6,21.4,20.1,101.1,0.015151962,83,1.158845018,62.1,0,0,0,0,0,0,0,0
3,13,3,21.6,20.4,19.6,101.1,0.014590152,90,1.167737965,58.7,0,0,0,0,0,0,0,0
3,13,4,21.3,20.2,19.4,101.0,0.014457508,91,1.168014892,58.0,0,0,0,0,0,0,0,0
3,13,5,20.1,19.7,19.2,101.0,0.014284858,96,1.173112735,56.3,0,0,0,0,0,0,0,0
3,13,6,18.7,18.4,18.0,101.0,0.013177117,97,1.180795951,52.1,0,0,0,0,0,0,0,0
3,13,7,19.1,18.6,18.1,101.1,0.013251475,95,1.180209141,52.7,0,0,5,76,55,44,260,12
3,13,8,22.7,21.3,20.4,101.1,0.015386489,89,1.161942602,61.8,0,0,5,398,289,229,556,60
3,13,9,28.4,23.5,21.3,101.2,0.016245734,67,1.139570443,69.9,0,0,5,715,347,107,170,239
3,13,10,29.2,23.6,21.1,101.2,0.01606551,63,1.136876248,70.2,3,150,9,983,477,148,183,329
3,13,11,28.5,23.5,21.2,101.2,0.016203791,66,1.139267537,69.9,3,160,9,1186,860,680,728,180
3,13,12,30.5,23.6,20.5,101.2,0.015521125,56,1.132975684,70.2,4,150,5,1310,950,751,755,199
3,13,13,30.6,24.2,21.4,101.1,0.016442226,59,1.129851006,72.6,3,150,5,1345,975,771,781,204
3,13,14,30.6,24.2,21.4,101.1,0.016442226,59,1.129851006,72.6,5,170,5,1290,981,809,885,172
3,13,15,30.2,24.2,21.6,101.0,0.016629496,61,1.129890366,72.7,6,180,4,1149,873,720,925,153
3,13,16,29.9,24.0,21.4,100.9,0.016456678,62,1.130194929,71.9,6,170,4,931,749,625,965,124
3,13,17,29.4,23.8,21.3,100.9,0.016350824,63,1.132250443,71.2,6,150,1,650,523,437,760,86
3,13,18,28.5,23.6,21.4,100.9,0.016415271,67,1.13551397,70.4,4,160,1,326,248,205,350,44
3,13,19,27.5,23.5,21.6,100.9,0.016679382,72,1.138819683,70.0,4,180,4,35,28,23,138,5
3,13,20,26.6,23.0,21.2,101.0,0.016269604,74,1.144105138,68.1,3,140,0,0,0,0,0,0
3,13,21,26.5,22.9,21.1,101.1,0.016141716,74,1.145849709,67.6,4,150,0,0,0,0,0,0
3,13,22,26.5,23.0,21.3,101.2,0.016275519,75,1.146742636,68.0,5,140,0,0,0,0,0,0
3,13,23,26.5,23.2,21.6,101.2,0.016580868,76,1.146194272,68.8,4,140,0,0,0,0,0,0
3,13,24,26.4,22.9,21.2,101.2,0.016165779,74,1.147322729,67.6,4,120,0,0,0,0,0,0
3,14,1,26.0,23.0,21.5,101.2,0.016485454,78,1.148281603,68.0,4,140,0,0,0,0,0,0
3,14,2,25.9,23.0,21.5,101.2,0.01652746,78,1.148590011,68.0,3,130,0,0,0,0,0,0
3,14,3,23.5,22.1,21.2,101.1,0.016207346,89,1.157318573,64.7,0,0,0,0,0,0,0,0
3,14,4,22.4,21.4,20.7,101.1,0.015654774,92,1.162632648,62.2,0,0,0,0,0,0,0,0
3,14,5,22.4,21.5,20.8,101.1,0.015797927,92,1.162371683,62.5,0,0,0,0,0,0,0,0
3,14,6,23.0,22.0,21.3,101.2,0.016253751,92,1.160334798,64.3,0,0,4,0,0,0,0,0
3,14,7,22.5,21.6,20.9,101.2,0.01588322,93,1.162972327,62.9,0,0,4,76,52,37,225,14
3,14,8,24.9,22.8,21.6,101.3,0.016626761,84,1.153403089,67.2,0,0,6,398,271,196,477,75
3,14,9,28.7,23.8,21.6,101.3,0.016568774,67,1.138986283,71.0,0,0,6,714,400,188,299,211
3,14,10,30.4,24.0,21.2,101.4,0.016151214,59,1.134467447,71.7,0,0,8,982,393,63,78,330
3,14,11,30.4,24.0,21.2,101.4,0.016151214,59,1.134467447,71.7,3,140,10,1185,474,76,81,398
3,14,12,30.3,25.2,23.0,101.4,0.018136171,67,1.131322171,76.7,5,140,10,1308,523,84,84,439
3,14,13,30.2,25.1,22.9,101.3,0.01803296,66,1.130761369,76.3,5,150,10,1343,651,202,204,449
3,14,14,29.4,23.8,21.3,101.2,0.016293934,63,1.135718118,71.0,5,160,9,1288,625,194,212,431
3,14,15,29.0,23.5,21.0,101.1,0.016012733,63,1.136598651,69.9,4,150,9,1146,458,73,94,385
3,14,16,29.4,24.1,21.8,101.1,0.016786678,65,1.133720624,72.3,3,150,10,927,371,59,101,312
3,14,17,28.7,23.7,21.4,101.0,0.016468746,66,1.135791099,70.7,5,150,10,646,259,41,114,217
3,14,18,27.9,23.8,21.9,101.0,0.01696167,71,1.137930738,71.2,5,150,10,323,129,21,174,108
3,14,19,26.5,23.6,22.2,101.1,0.017218211,79,1.143919909,70.4,6,120,10,33,19,9,53,10
3,14,20,26.2,23.5,22.1,101.1,0.017188661,80,1.145119253,70.0,5,130,8,0,0,0,0,0
3,14,21,26.1,23.5,22.2,101.1,0.017230748,81,1.145426492,70.0,5,120,8,0,0,0,0,0
3,14,22,25.6,23.8,22.8,101.3,0.017873209,86,1.148458923,71.1,3,120,8,0,0,0,0,0
3,14,23,25.6,23.7,22.7,101.3,0.017716161,85,1.14874088,70.7,3,120,8,0,0,0,0,0
3,14,24,24.7,23.5,22.7,101.3,0.017783405,91,1.15209087,70.0,0,0,5,0,0,0,0,0
3,15,1,23.7,22.8,22.1,101.3,0.017131599,93,1.157150878,67.3,0,0,1,0,0,0,0,0
3,15,2,23.5,22.6,21.9,101.3,0.016914792,93,1.158323972,66.5,0,0,6,0,0,0,0,0
3,15,3,23.0,22.1,21.4,101.2,0.016400364,93,1.160068306,64.7,0,0,3,0,0,0,0,0
3,15,4,22.5,21.9,21.3,101.2,0.016317779,95,1.162180551,64.0,0,0,0,0,0,0,0,0
3,15,5,22.0,21.4,20.8,101.2,0.015806288,95,1.165082988,62.2,0,0,0,0,0,0,0,0
3,15,6,23.3,23.1,22.7,101.2,0.017774719,98,1.156404701,68.5,3,30,8,0,0,0,0,0
3,15,7,23.6,23.0,22.4,101.3,0.017477287,95,1.156915046,68.1,0,0,4,76,51,37,227,14
3,15,8,25.7,23.9,22.9,101.3,0.017988745,86,1.147867361,71.5,0,0,6,397,288,228,557,60
3,15,9,27.9,24.5,22.9,101.3,0.018020306,76,1.139422833,73.9,4,60,5,713,346,107,170,239
3,15,10,28.2,25.0,23.5,101.4,0.01869093,77,1.138219489,75.9,4,60,9,981,392,63,78,330
3,15,11,29.1,25.2,23.5,101.4,0.018642407,73,1.134916208,76.7,3,150,10,1183,663,312,334,350
3,15,12,29.1,24.6,22.6,101.4,0.017656833,69,1.136664958,74.2,3,120,8,1306,731,345,347,387
3,15,13,29.9,25.0,22.9,101.3,0.01799409,67,1.131949498,75.9,5,150,8,1341,536,86,87,450
3,15,14,30.2,25.0,22.8,101.2,0.017888099,66,1.129900867,75.9,5,130,10,1285,514,82,90,432
3,15,15,29.8,25.4,23.5,101.1,0.018743796,70,1.128765225,77.7,6,120,10,1143,457,73,94,384
3,15,16,29.6,25.6,23.9,101.0,0.019187389,73,1.127612983,78.6,7,120,10,924,517,244,414,273
3,15,17,29.2,25.3,23.6,101.0,0.018850242,73,1.129698824,77.3,6,120,8,643,312,97,268,215
3,15,18,28.0,25.0,23.6,101.1,0.018836694,79,1.135347337,76.1,5,120,9,319,179,84,330,94
3,15,19,26.8,24.3,23.1,101.1,0.018201033,82,1.141021347,73.2,5,110,8,32,23,18,111,5
3,15,20,26.6,24.1,22.8,101.1,0.017965063,82,1.142203685,72.4,5,100,5,0,0,0,0,0
3,15,21,26.5,23.9,22.6,101.2,0.017670494,81,1.144241726,71.5,4,100,4,0,0,0,0,0
3,15,22,26.9,24.4,23.2,101.3,0.01828064,82,1.142755425,73.5,5,120,4,0,0,0,0,0
3,15,23,26.6,24.2,23.0,101.3,0.018086026,82,1.144246946,72.7,4,90,0,0,0,0,0,0
3,15,24,26.5,24.2,23.0,101.3,0.018128218,83,1.14455336,72.7,4,110,0,0,0,0,0,0
3,16,1,26.8,24.5,23.3,101.3,0.018484492,83,1.142772555,73.9,5,100,5,0,0,0,0,0
3,16,2,26.6,24.2,23.0,101.2,0.018105446,82,1.143082702,72.8,6,100,8,0,0,0,0,0
3,16,3,26.5,24.0,22.7,101.2,0.017828855,81,1.143958506,71.9,5,120,8,0,0,0,0,0
3,16,4,26.5,24.0,22.7,101.2,0.017828855,81,1.143958506,71.9,5,120,8,0,0,0,0,0
3,16,5,26.3,23.8,22.5,101.2,0.017597068,81,1.14513741,71.1,5,100,6,0,0,0,0,0
3,16,6,25.5,23.5,22.4,101.2,0.017464786,85,1.148442447,70.0,0,0,8,0,0,0,0,0
3,16,7,24.0,23.0,22.3,101.2,0.017326744,92,1.154488967,68.1,0,0,8,75,57,47,291,10
3,16,8,24.8,23.5,22.7,101.3,0.017741233,90,1.151780121,70.0,0,0,4,397,301,248,608,53
3,16,9,27.8,24.3,22.7,101.4,0.017720784,75,1.141460832,73.0,3,90,4,712,484,350,555,134
3,16,10,30.4,25.0,22.7,101.4,0.017763139,65,1.131608939,75.8,5,120,6,980,710,562,694,149
3,16,11,31.2,26.1,24.0,101.4,0.019281015,67,1.125962897,80.5,5,150,5,1182,898,740,793,158
3,16,12,30.7,25.2,22.9,101.4,0.017967625,64,1.130130429,76.6,5,130,4,1304,991,817,821,174
3,16,13,30.2,25.0,22.8,101.3,0.017867708,66,1.131053413,75.9,7,120,4,1338,910,658,666,252
3,16,14,30.7,25.2,22.9,101.3,0.017988229,64,1.128979553,76.7,7,150,6,1282,622,193,211,429
3,16,15,30.6,25.0,22.6,101.2,0.017719671,64,1.12871004,75.9,8,140,9,1139,638,301,387,337
3,16,16,29.9,25.4,23.5,101.1,0.018701576,70,1.128467118,77.7,8,110,8,920,515,243,413,272
3,16,17,29.1,25.1,23.3,101.0,0.018558587,73,1.130587152,76.5,8,150,8,639,358,169,468,189
3,16,18,28.4,24.6,22.9,101.0,0.018031418,74,1.134145057,74.4,6,120,8,315,176,83,322,93
3,16,19,27.3,23.9,22.3,101.1,0.017352657,76,1.140634104,71.6,5,140,8,30,23,19,116,4
3,16,20,27.0,23.4,21.7,101.2,0.016678699,74,1.144109616,69.5,6,140,4,0,0,0,0,0
3,16,21,26.8,23.6,22.0,101.2,0.017073268,77,1.144165593,70.3,7,120,0,0,0,0,0,0
3,16,22,26.8,23.6,22.0,101.4,0.017035946,77,1.146493749,70.2,8,120,4,0,0,0,0,0
3,16,23,26.6,23.6,22.1,101.4,0.017120081,78,1.14710768,70.2,7,100,4,0,0,0,0,0
3,16,24,26.4,23.5,22.1,101.4,0.017048809,79,1.148001595,69.9,6,100,3,0,0,0,0,0
3,17,1,26.5,23.9,22.6,101.4,0.017632434,81,1.146571297,71.4,5,110,0,0,0,0,0,0
3,17,2,26.3,23.8,22.5,101.3,0.017578138,81,1.146302896,71.1,5,100,0,0,0,0,0,0
3,17,3,26.1,23.7,22.5,101.3,0.017505459,82,1.147199383,70.7,5,120,0,0,0,0,0,0
3,17,4,25.8,23.5,22.3,101.3,0.017319862,83,1.148684,69.9,3,120,0,0,0,0,0,0
3,17,5,25.7,23.5,22.3,101.2,0.017380546,83,1.147825089,70.0,3,130,0,0,0,0,0,0
3,17,6,23.2,22.3,21.6,101.3,0.016594136,93,1.160078807,65.4,0,0,3,0,0,0,0,0
3,17,7,22.5,22.1,21.6,101.3,0.01659356,97,1.162826535,64.7,0,0,1,75,51,37,230,14
3,17,8,24.3,23.0,22.2,101.3,0.017182389,90,1.154724969,68.0,0,0,6,396,269,195,477,75
3,17,9,29.4,24.9,22.9,101.4,0.018019932,70,1.134893621,75.4,0,0,6,711,398,188,298,211
3,17,10,30.0,25.0,22.9,101.4,0.017931605,67,1.132803763,75.8,0,0,8,978,709,561,693,148
3,17,11,30.9,24.5,21.8,101.4,0.016738465,59,1.131560498,73.7,3,180,5,1180,926,773,828,153
3,17,12,30.6,25.1,22.8,101.4,0.017843987,64,1.130720949,76.2,3,160,3,1302,989,816,820,174
3,17,13,30.9,25.0,22.5,101.4,0.017552697,62,1.130119804,75.8,5,180,4,1336,1075,898,909,177
